place_id,review_type,1st_topic,2nd_topic,3rd_topic,name,region
ChIJt72tf_PD0BIRniHG8RfvRIk,negatif,mauvaise expérience,attente,personnel désagréable,centre médico psychologique,Corse
ChIJtVzj56-CqRIRJGctkD_24KM,negatif,mauvaise expérience,personnel agréable et à l'écoute,professionnalisme,centre hospitalier spécialisé du gers,Occitanie
ChIJtVzj56-CqRIRJGctkD_24KM,positif,personnel agréable et à l'écoute,personnel désagréable,professionnalisme,centre hospitalier spécialisé du gers,Occitanie
ChIJtXIQP-oZ-EcRCd8CK9Ly3TU,negatif,attente,personnel désagréable,professionnalisme,centre hospitalier de mauriac,Auvergne-Rhône-Alpes
ChIJtXIQP-oZ-EcRCd8CK9Ly3TU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de mauriac,Auvergne-Rhône-Alpes
ChIJtXcOWV9IVg0R7YHqsVtZvg4,negatif,mauvaise expérience,prise en charge d'urgence 1,professionnalisme,centre hospitalier des pyrénées,Nouvelle-Aquitaine
ChIJtXcOWV9IVg0R7YHqsVtZvg4,positif,personnel agréable et à l'écoute,locaux et accès,professionnalisme,centre hospitalier des pyrénées,Nouvelle-Aquitaine
ChIJtYQ6LuWA70cRxOtCGEHMq3s,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de l'agglomération montargoise,Centre-Val de Loire
ChIJtYQ6LuWA70cRxOtCGEHMq3s,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de l'agglomération montargoise,Centre-Val de Loire
ChIJtYrgiQCO-EcRKXD9f4VubPE,negatif,professionnalisme,examen et consultation,prise en charge d'urgence 1,centre hospitalier gériatrique,Nouvelle-Aquitaine
ChIJtYrgiQCO-EcRKXD9f4VubPE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,personnel désagréable,centre hospitalier gériatrique,Nouvelle-Aquitaine
ChIJu1kW7u7XjEcRrEh8vf-CRRk,negatif,mauvaise expérience,examen et consultation,attente,centre hospitalier jura sud,Bourgogne-Franche-Comté
ChIJu1kW7u7XjEcRrEh8vf-CRRk,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier jura sud,Bourgogne-Franche-Comté
ChIJu3fHddbQFkgRuINw1ugpkwo,negatif,mauvaise expérience,professionnalisme,attente,centre hospitalier michel mazéas,Bretagne
ChIJu3fHddbQFkgRuINw1ugpkwo,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre hospitalier michel mazéas,Bretagne
ChIJu5GII3NMqBIR0S-Q7K4VE3c,negatif,examen et consultation,mauvaise expérience,attente,centre hospitalier de lannemezan,Occitanie
ChIJu5GII3NMqBIR0S-Q7K4VE3c,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier de lannemezan,Occitanie
ChIJu9p3WpY7shIRO_UMkQD5Q-8,negatif,attente,personnel désagréable,maternité,centre hospitalier emile borel,Occitanie
ChIJu9p3WpY7shIRO_UMkQD5Q-8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier emile borel,Occitanie
ChIJuRGbL-kRrhIRFdeRXOy0e8Y,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier intercommunal castres-mazamet,Occitanie
ChIJuRGbL-kRrhIRFdeRXOy0e8Y,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier intercommunal castres-mazamet,Occitanie
ChIJuTn2oJL65EcR9EsN4kC__v4,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier régional d'orléans hôpital de la source,Centre-Val de Loire
ChIJuTn2oJL65EcR9EsN4kC__v4,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier régional d'orléans hôpital de la source,Centre-Val de Loire
ChIJuU4qS4plBUgRQB33cvlLI1w,negatif,attente,prise en charge d'urgence 2,examen et consultation,centre hospitalier saint nazaire,Pays de la Loire
ChIJuU4qS4plBUgRQB33cvlLI1w,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier saint nazaire,Pays de la Loire
ChIJuVUhjty7rhIR2GnS2Bbnj6o,negatif,professionnalisme,mauvaise expérience,personnel désagréable,centre hospitalier gérard marchant - hôpital marchant,Occitanie
ChIJuVUhjty7rhIR2GnS2Bbnj6o,positif,personnel agréable et à l'écoute,attente,personnel désagréable,centre hospitalier gérard marchant - hôpital marchant,Occitanie
ChIJueNS2y1H9EcRB1OP9bCGOKY,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier du forez - site de feurs,Auvergne-Rhône-Alpes
ChIJueNS2y1H9EcRB1OP9bCGOKY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier du forez - site de feurs,Auvergne-Rhône-Alpes
ChIJufZCgAH79UcRk2MpuInkdf4,negatif,attente,personnel désagréable,examen et consultation,centre hospitalier emile roux,Auvergne-Rhône-Alpes
ChIJufZCgAH79UcRk2MpuInkdf4,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier emile roux,Auvergne-Rhône-Alpes
ChIJuflF5YHU5UcRTkszY7sNAo8,negatif,personnel désagréable,mauvaise expérience,prise en charge d'urgence 1,centre hospitalier de bligny,Île-de-France
ChIJuflF5YHU5UcRTkszY7sNAo8,positif,professionnalisme,personnel agréable et à l'écoute,prise en charge d'urgence 2,centre hospitalier de bligny,Île-de-France
ChIJuw8NRPc-1xIR1K2VdyLgh0c,negatif,prise en charge d'urgence 1,professionnalisme,maternité,ehpad de porto-vecchio (centre hospitalier de bonifachio),Corse
ChIJuwLSdG6zFkgRs94i4mC5_Do,negatif,mauvaise expérience,attente,prise en charge d'urgence 2,centre hospitalier ferdinand grall,Bretagne
ChIJuyju47ojEkgRKTE8-KMaku8,negatif,personnel désagréable,locaux et accès,mauvaise expérience,centre hospitalier de treguier,Bretagne
ChIJuyju47ojEkgRKTE8-KMaku8,positif,personnel agréable et à l'écoute,locaux et accès,attente,centre hospitalier de treguier,Bretagne
ChIJv5bysMuXFkgRI8Ns9Y3a6MU,negatif,professionnalisme,attente,prise en charge d'urgence 1,centre hospitalier le jeune,Bretagne
ChIJv5bysMuXFkgRI8Ns9Y3a6MU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier le jeune,Bretagne
ChIJv96kbCbeDkgRREJ_RMbuuf8,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier universitaire de pontchaillou,Bretagne
ChIJv96kbCbeDkgRREJ_RMbuuf8,positif,personnel agréable et à l'écoute,professionnalisme,prise en charge d'urgence 2,centre hospitalier universitaire de pontchaillou,Bretagne
ChIJvVhCDfpurRIRkB5bJt7P4yM,negatif,prise en charge d'urgence 1,personnel désagréable,prise en charge d'urgence 2,centre hospitalier pierre delpech,Occitanie
ChIJvVhCDfpurRIRkB5bJt7P4yM,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,prise en charge d'urgence 1,centre hospitalier pierre delpech,Occitanie
ChIJvW4NyUOBDkgRKUzIf-_zDL8,negatif,mauvaise expérience,attente,personnel désagréable,"centre hospitalier de saint malo, service des urgences",Bretagne
ChIJvW4NyUOBDkgRKUzIf-_zDL8,positif,prise en charge d'urgence 2,maternité,attente,"centre hospitalier de saint malo, service des urgences",Bretagne
ChIJvw_qNIgeEEgRdBBsWSvpo5E,negatif,attente,examen et consultation,prise en charge d'urgence 2,hôpital chubert,Bretagne
ChIJvw_qNIgeEEgRdBBsWSvpo5E,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,hôpital chubert,Bretagne
ChIJw2cQ_NBIVg0RmvDqIqk47lU,negatif,mauvaise expérience,prise en charge d'urgence 1,professionnalisme,centre hospitalier des pyrénées-pau psychiatrie,Nouvelle-Aquitaine
ChIJw2cQ_NBIVg0RmvDqIqk47lU,positif,prise en charge d'urgence 2,professionnalisme,locaux et accès,centre hospitalier des pyrénées-pau psychiatrie,Nouvelle-Aquitaine
ChIJw2qDVGIbi0cRUFVf5SOmXFQ,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier yves touraine,Auvergne-Rhône-Alpes
ChIJw2qDVGIbi0cRUFVf5SOmXFQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier yves touraine,Auvergne-Rhône-Alpes
ChIJwQEH0ILQqhIR_RtWRXr5Taw,negatif,attente,examen et consultation,prise en charge d'urgence 2,centre hospitalier de bergerac service des urgences,Nouvelle-Aquitaine
ChIJwQEH0ILQqhIR_RtWRXr5Taw,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,professionnalisme,centre hospitalier de bergerac service des urgences,Nouvelle-Aquitaine
ChIJwSEkc5GM-EcRhzD-gQpJhZ8,negatif,examen et consultation,attente,mauvaise expérience,centre hospitalier de tulle,Nouvelle-Aquitaine
ChIJwSEkc5GM-EcRhzD-gQpJhZ8,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,maternité,centre hospitalier de tulle,Nouvelle-Aquitaine
ChIJwbRjNRDzEUgR7j-fPrOaVHQ,negatif,examen et consultation,personnel désagréable,mauvaise expérience,centre de sante armor argoat medecins generalistes,Bretagne
ChIJwbRjNRDzEUgR7j-fPrOaVHQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,centre de sante armor argoat medecins generalistes,Bretagne
ChIJx90rkqtfEEgRFhIlUXo80QU,negatif,locaux et accès,mauvaise expérience,personnel agréable et à l'écoute,hôpital du scorff - groupe hospitalier bretagne sud - lorient,Bretagne
ChIJx90rkqtfEEgRFhIlUXo80QU,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,hôpital du scorff - groupe hospitalier bretagne sud - lorient,Bretagne
ChIJxVN7jrpx_0cRFbByRvmD9Ro,negatif,attente,mauvaise expérience,personnel désagréable,centre hospitalier de périgueux,Nouvelle-Aquitaine
ChIJxVN7jrpx_0cRFbByRvmD9Ro,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de périgueux,Nouvelle-Aquitaine
ChIJxcS5WVes9UcRQZ-OZpR9yPQ,negatif,mauvaise expérience,examen et consultation,prise en charge d'urgence 1,centre hospitalier universitaire de saint-étienne,Auvergne-Rhône-Alpes
ChIJxcS5WVes9UcRQZ-OZpR9yPQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier universitaire de saint-étienne,Auvergne-Rhône-Alpes
ChIJxckDZC0Ti0cR3Qt2y8QC7hs,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier bugey sud,Auvergne-Rhône-Alpes
ChIJxckDZC0Ti0cR3Qt2y8QC7hs,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier bugey sud,Auvergne-Rhône-Alpes
ChIJxeppS_ky-EcR6Z_RmT41RkE,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier d'ussel,Nouvelle-Aquitaine
ChIJxeppS_ky-EcR6Z_RmT41RkE,positif,personnel agréable et à l'écoute,prise en charge d'urgence 1,attente,centre hospitalier d'ussel,Nouvelle-Aquitaine
ChIJxyv-2bhY-EcRQZdGZAwobxc,negatif,mauvaise expérience,attente,personnel désagréable,centre hospitalier de brive,Nouvelle-Aquitaine
ChIJxyv-2bhY-EcRQZdGZAwobxc,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de brive,Nouvelle-Aquitaine
ChIJy0DiATvzEUgRSxsGhVggz0c,negatif,attente,mauvaise expérience,prise en charge d'urgence 1,polyclinique du pays de rance 22100 dinan,Bretagne
ChIJy0DiATvzEUgRSxsGhVggz0c,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,attente,polyclinique du pays de rance 22100 dinan,Bretagne
ChIJy2WGaVJusBIRoDaR0TpmZDA,negatif,attente,mauvaise expérience,examen et consultation,centre hospitalier de perpignan,Occitanie
ChIJy2WGaVJusBIRoDaR0TpmZDA,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de perpignan,Occitanie
ChIJy5rg3G4b9UcRhSCv3Tw_GG0,negatif,mauvaise expérience,prise en charge d'urgence 1,attente,hopital local de pelussin,Auvergne-Rhône-Alpes
ChIJy5rg3G4b9UcRhSCv3Tw_GG0,positif,prise en charge d'urgence 2,locaux et accès,personnel désagréable,hopital local de pelussin,Auvergne-Rhône-Alpes
ChIJy8kEFCyHrhIRvNW2vujwJr4,negatif,prise en charge d'urgence 1,mauvaise expérience,maternité,centre hospitalier philippe pinel,Occitanie
ChIJy9GO5massRIRyhBE7f6SBFY,negatif,attente,examen et consultation,mauvaise expérience,centre hospitalier de narbonne,Occitanie
ChIJy9GO5massRIRyhBE7f6SBFY,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier de narbonne,Occitanie
ChIJy_zZDj8WyhIRzIf8zNUMjCQ,negatif,attente,personnel désagréable,examen et consultation,centre hospitalier d'apt,Provence-Alpes-Côte d'Azur
ChIJy_zZDj8WyhIRzIf8zNUMjCQ,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier d'apt,Provence-Alpes-Côte d'Azur
ChIJyw6MHaDyjEcRBxoriJjlYDw,negatif,attente,personnel désagréable,mauvaise expérience,centre hospitalier louis jaillon de saint claude,Bourgogne-Franche-Comté
ChIJyw6MHaDyjEcRBxoriJjlYDw,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,professionnalisme,centre hospitalier louis jaillon de saint claude,Bourgogne-Franche-Comté
ChIJz5DqhAUdDkgRMrPlpdzPi1I,negatif,mauvaise expérience,attente,personnel désagréable,efs – maison du don – saint brieuc,Bretagne
ChIJz5DqhAUdDkgRMrPlpdzPi1I,positif,personnel agréable et à l'écoute,prise en charge d'urgence 2,personnel désagréable,efs – maison du don – saint brieuc,Bretagne
ChIJzyELwhWKDkgR7z40ZmYcM9c,negatif,attente,examen et consultation,prise en charge d'urgence 1,centre hospitalier général rené pleven,Bretagne
ChIJzyELwhWKDkgR7z40ZmYcM9c,positif,prise en charge d'urgence 2,personnel agréable et à l'écoute,maternité,centre hospitalier général rené pleven,Bretagne
ChIJzybplaCM-EcRwdZK56xfuyQ,positif,professionnalisme,prise en charge d'urgence 2,personnel agréable et à l'écoute,"centre hospitalier de tulle, service des urgences",Nouvelle-Aquitaine
